t,x,y,theta,v,omega,h,gamma1,gamma2
1.470000,0.885858,0.598221,0.408512,1.045027,-2.000000,0.259184,0.000000,0.000000
1.480000,0.895490,0.602276,0.388512,1.060740,-2.000000,0.252723,0.000000,0.000000
1.490000,0.905346,0.606195,0.368512,1.076935,-2.000000,0.246387,0.000000,0.000000
1.500000,0.915430,0.609974,0.348512,1.093583,-2.000000,0.240211,0.000000,0.000000
1.510000,0.925745,0.613606,0.328512,1.110654,-2.000000,0.234135,0.000000,0.000000
1.520000,0.936293,0.617084,0.308512,1.128118,-2.000000,0.228231,0.000000,0.000000
1.530000,0.947075,0.620401,0.288512,1.145945,-2.000000,0.222497,0.000000,0.000000
1.540000,0.958093,0.623552,0.268512,1.164106,-2.000000,0.216893,0.000000,0.000000
1.550000,0.969347,0.626528,0.248512,1.182569,-2.000000,0.211479,0.000000,0.000000
1.560000,0.980838,0.629322,0.228512,1.201305,-2.000000,0.206254,0.000000,0.000000
1.570000,0.992565,0.631926,0.208512,1.220286,-2.000000,0.201186,0.000000,0.000000
1.580000,1.004528,0.634332,0.188512,1.239481,-2.000000,0.196307,0.000000,0.000000
1.590000,1.016726,0.636533,0.168512,1.258862,-2.000000,0.191633,0.000000,0.000000
1.600000,1.029156,0.638520,0.148512,1.278401,-2.000000,0.187164,0.000000,0.000000
1.610000,1.041818,0.640285,0.128512,1.298069,-2.000000,0.182890,0.000000,0.000000
1.620000,1.054707,0.641820,0.108512,1.317838,-2.000000,0.178794,0.000000,0.000000
1.630000,1.067821,0.643116,0.088512,1.337682,-2.000000,0.174906,0.000000,0.000000
1.640000,1.081157,0.644165,0.068512,1.357575,-2.000000,0.171219,0.000000,0.000000
1.650000,1.094709,0.644959,0.048512,1.377489,-2.000000,0.167726,0.000000,0.000000
1.660000,1.108473,0.645489,0.028512,1.397400,-2.000000,0.164427,0.000000,0.000000
1.670000,1.122445,0.645748,0.008512,1.417282,-2.000000,0.161307,0.000000,0.000000
1.680000,1.136617,0.645727,-0.011488,1.437111,-2.000000,0.158360,0.000000,0.000000
1.690000,1.150985,0.645418,-0.031488,1.456862,-2.000000,0.155577,0.000000,0.000000
1.700000,1.165541,0.644814,-0.051488,1.476513,-2.000000,0.152937,0.000000,0.000000
1.710000,1.180278,0.643907,-0.071488,1.496041,-2.000000,0.150436,0.000000,0.000000
1.720000,1.195188,0.642689,-0.091488,1.515422,-1.994184,0.148043,0.000000,0.000000
1.730000,1.210264,0.641154,-0.111430,1.534637,-1.974980,0.145753,0.000000,0.000000
1.740000,1.225498,0.639297,-0.131180,1.553666,-1.955301,0.143516,0.000000,0.000000
1.750000,1.240880,0.637114,-0.150733,1.572489,-1.935186,0.141305,0.000000,0.000000
1.760000,1.256403,0.634603,-0.170085,1.591089,-1.914672,0.139101,0.000000,0.000000
1.770000,1.272057,0.631760,-0.189231,1.609450,-1.893791,0.136885,0.000000,0.000000
1.780000,1.287835,0.628583,-0.208169,1.627555,-1.872576,0.134595,0.000000,0.000000
1.790000,1.303727,0.625070,-0.226895,1.645388,-1.851058,0.132184,0.000000,0.000000
1.800000,1.319724,0.621221,-0.245406,1.662934,-1.829266,0.129657,0.000000,0.000000
1.810000,1.335817,0.617033,-0.263698,1.680179,-1.807227,0.126911,0.000000,0.000000
1.820000,1.351997,0.612508,-0.281770,1.697109,-1.784967,0.123948,0.000000,0.000000
1.830000,1.368256,0.607643,-0.299620,1.713712,-1.762511,0.120701,0.000000,0.000000
1.840000,1.384584,0.602441,-0.317245,1.616478,-1.739881,0.117123,0.000000,0.000000
1.850000,1.399898,0.597265,-0.334644,1.438959,-1.716058,0.113446,0.000000,0.000000
1.860000,1.413448,0.592423,-0.351805,1.295495,-1.690416,0.109900,0.000000,0.000000
1.870000,1.425571,0.587856,-0.368709,1.176296,-1.663398,0.106481,0.000000,0.000000
1.880000,1.436508,0.583526,-0.385343,1.075145,-1.635334,0.103174,0.000000,0.000000
1.890000,1.446437,0.579403,-0.401696,0.988375,-1.606477,0.099999,0.000000,0.000000
1.900000,1.455503,0.575466,-0.417761,0.912381,-1.577032,0.096895,0.000000,0.000000
1.910000,1.463813,0.571698,-0.433531,0.845834,-1.547159,0.093921,0.000000,0.000000
1.920000,1.471461,0.568086,-0.449003,0.786674,-1.516996,0.091033,0.000000,0.000000
1.930000,1.478522,0.564618,-0.464173,0.733746,-1.486652,0.088228,0.000000,0.000000
1.940000,1.485058,0.561284,-0.479039,0.686412,-1.456221,0.085535,0.000000,0.000000
1.950000,1.491126,0.558076,-0.493602,0.643472,-1.425782,0.082912,0.000000,0.000000
1.960000,1.496771,0.554987,-0.507859,0.604474,-1.395401,0.080364,0.000000,0.000000
1.970000,1.502032,0.552011,-0.521813,0.569089,-1.365133,0.077917,0.000000,0.000000
1.980000,1.506946,0.549141,-0.535465,0.536715,-1.335027,0.075545,0.000000,0.000000
1.990000,1.511544,0.546371,-0.548815,0.506813,-1.305122,0.073225,0.000000,0.000000
2.000000,1.515850,0.543699,-0.561866,0.479412,-1.275452,0.070991,0.000000,0.000000
2.010000,1.519891,0.541119,-0.574621,0.454210,-1.246045,0.068843,0.000000,0.000000
2.020000,1.523688,0.538627,-0.587081,0.430785,-1.216926,0.066744,0.000000,0.000000
2.030000,1.527260,0.536219,-0.599250,0.408975,-1.188115,0.064701,0.000000,0.000000
2.040000,1.530623,0.533892,-0.611132,0.388778,-1.159628,0.062735,0.000000,0.000000
2.050000,1.533794,0.531643,-0.622728,0.370031,-1.131477,0.060837,0.000000,0.000000
2.060000,1.536788,0.529468,-0.634043,0.352518,-1.103676,0.058999,0.000000,0.000000
