t,x,y,theta,v,omega,h,gamma1,gamma2
29.700000,6.343288,-1.307279,-0.444081,0.114385,0.201124,0.113148,1.043346,0.001000
29.800000,6.353666,-1.312089,-0.423968,0.109505,0.211073,0.109865,1.053368,0.001000
29.900000,6.363694,-1.316489,-0.402861,0.140604,0.216092,0.106830,1.033323,0.001000
30.000000,6.376687,-1.321861,-0.381252,0.161142,0.223056,0.103102,1.023301,0.001000
30.100000,6.391710,-1.327689,-0.358946,0.203778,0.228632,0.099015,0.993233,0.001000
30.200000,6.410869,-1.334629,-0.336083,0.166824,0.243032,0.094115,1.043346,0.001000
30.300000,6.426684,-1.339939,-0.311780,0.173558,0.251056,0.090392,1.063391,0.001000
30.400000,6.443268,-1.345055,-0.286674,0.217579,0.257898,0.086697,1.053368,0.001000
30.500000,6.464215,-1.350938,-0.260885,0.199453,0.275400,0.082446,1.113504,0.001000
30.600000,6.483554,-1.355816,-0.233345,0.239762,0.286625,0.078840,1.133549,0.001000
30.700000,6.506956,-1.361025,-0.204682,0.240869,0.307093,0.074951,1.213729,0.001000
30.800000,6.530612,-1.365558,-0.173973,0.276833,0.323659,0.071453,1.293910,0.001000
30.900000,6.557950,-1.369908,-0.141607,0.306568,0.345394,0.068016,1.434226,0.001000
31.000000,6.588369,-1.373710,-0.107068,0.346935,0.369654,0.064781,1.654722,0.001000
31.100000,6.622924,-1.376779,-0.070102,0.553002,0.354537,0.061903,1.865195,0.431970
31.200000,6.678146,-1.379674,-0.034648,1.121987,0.187229,0.058485,0.001000,1.213729
31.300000,6.790307,-1.382511,-0.015926,1.038248,0.255228,0.053680,0.001000,1.083436
31.400000,6.894128,-1.382839,0.009597,0.965106,0.322708,0.051568,0.091203,0.862940
31.500000,6.990603,-1.380356,0.041868,0.901951,0.387416,0.051750,0.331744,0.001000
31.600000,7.080623,-1.374836,0.080610,0.848076,0.447669,0.054036,0.361812,0.001000
31.700000,7.164974,-1.366118,0.125377,0.802711,0.501907,0.058524,0.361812,0.001000
31.800000,7.244330,-1.354086,0.175567,0.765050,0.548639,0.065277,0.401902,0.001000
31.900000,7.319255,-1.338664,0.230431,0.734262,0.586540,0.074401,0.381857,0.001000
32.000000,7.390208,-1.319808,0.289085,0.709502,0.614592,0.085914,0.381857,0.001000
32.100000,7.457550,-1.297505,0.350544,0.689938,0.632210,0.099727,0.401902,0.001000
32.200000,7.521556,-1.271780,0.413765,0.674764,0.639296,0.115702,0.411925,0.001000
32.300000,7.582429,-1.242695,0.477695,0.663224,0.636235,0.133485,0.431970,0.001000
32.400000,7.640318,-1.210352,0.541319,0.654627,0.623830,0.152665,0.411925,0.001000
32.500000,7.695333,-1.174893,0.603702,0.648359,0.603199,0.172641,0.411925,0.001000
32.600000,7.747567,-1.136499,0.664021,0.643883,0.575661,0.192895,0.401902,0.001000
32.700000,7.797104,-1.095380,0.721588,0.640742,0.542629,0.212809,0.391880,0.001000
32.800000,7.844036,-1.051771,0.775850,0.638554,0.505523,0.231854,0.411925,0.001000
32.900000,7.888468,-1.005918,0.826403,0.637010,0.465697,0.249546,0.411925,0.001000
33.000000,7.930521,-0.958078,0.872972,0.635864,0.424397,0.265568,0.381857,0.001000
33.100000,7.970333,-0.908504,0.915412,0.634925,0.382720,0.279675,0.401902,0.001000
33.200000,8.008056,-0.857438,0.953684,0.634047,0.341599,0.291762,0.391880,0.001000
33.300000,8.043857,-0.805111,0.987844,0.633124,0.301790,0.301861,0.401902,0.001000
33.400000,8.077907,-0.751738,1.018023,0.632076,0.263871,0.310092,0.401902,0.001000
33.500000,8.110381,-0.697512,1.044410,0.630843,0.228248,0.316611,0.361812,0.001000
33.600000,8.141450,-0.642610,1.067235,0.629374,0.195160,0.321616,0.361812,0.001000
33.700000,8.171281,-0.587193,1.086751,0.627631,0.164699,0.325342,0.401902,0.001000
33.800000,8.200030,-0.531402,1.103221,0.625575,0.136837,0.327993,0.371835,0.001000
33.900000,8.227843,-0.475368,1.116905,0.623173,0.111454,0.329690,0.371835,0.001000
34.000000,8.254854,-0.419209,1.128050,0.620396,0.088374,0.330583,0.371835,0.001000
34.100000,8.281185,-0.363035,1.136887,0.617218,0.067393,0.330736,0.371835,0.001000
34.200000,8.306945,-0.306946,1.143627,0.613615,0.048303,0.330102,0.371835,0.001000
34.300000,8.332232,-0.251037,1.148457,0.609569,0.030913,0.328666,0.381857,0.001000
34.400000,8.357132,-0.195398,1.151548,0.605064,0.015052,0.326310,0.401902,0.001000
34.500000,8.381721,-0.140113,1.153054,0.600085,0.000571,0.322930,0.371835,0.001000
34.600000,8.406065,-0.085264,1.153111,0.594616,-0.012663,0.318359,0.351789,0.001000
34.700000,8.430220,-0.030930,1.151844,0.588644,-0.024778,0.312511,0.401902,0.001000
34.800000,8.454233,0.022814,1.149367,0.582151,-0.035902,0.305175,0.411925,0.001000
34.900000,8.478142,0.075893,1.145776,0.575122,-0.046169,0.296321,0.411925,0.001000
35.000000,8.501977,0.128233,1.141159,0.567540,-0.055725,0.285830,0.431970,0.001000
35.100000,8.525761,0.179763,1.135587,0.559388,-0.064725,0.273661,0.431970,0.001000
35.200000,8.549509,0.230411,1.129114,0.550647,-0.073340,0.259840,0.452015,0.001000
35.300000,8.573229,0.280104,1.121780,0.541295,-0.081749,0.244360,0.452015,0.001000
35.400000,8.596925,0.328772,1.113605,0.531305,-0.090154,0.227354,0.441992,0.001000
35.500000,8.620593,0.376339,1.104590,0.520631,-0.098772,0.208959,0.492105,0.001000
35.600000,8.644224,0.422730,1.094713,0.509197,-0.107853,0.189336,0.502128,0.001000
35.700000,8.667805,0.467860,1.083928,0.496845,-0.117720,0.168752,0.612376,0.001000
35.800000,8.691308,0.511634,1.072156,0.263985,-0.136592,0.147464,0.742669,0.001000
35.900000,8.704090,0.534731,1.058497,0.122303,-0.145559,0.135731,0.782759,0.001000
36.000000,8.710163,0.545347,1.043941,0.096823,-0.145990,0.130240,0.762714,0.001000
36.100000,8.715092,0.553681,1.029342,-0.048623,-0.151137,0.125832,0.872962,0.001000
36.200000,8.712555,0.549533,1.014228,0.047667,-0.143651,0.128090,0.792782,0.001000
36.300000,8.715102,0.553562,0.999863,-0.010058,-0.147467,0.125896,0.832872,0.001000
36.400000,8.714552,0.552720,0.985116,0.072617,-0.145753,0.126357,0.752692,0.001000
36.500000,8.718610,0.558742,0.970541,-0.053360,-0.156305,0.123011,0.852917,0.001000
36.600000,8.715562,0.554362,0.954910,-0.086313,-0.159026,0.125441,0.903030,0.001000
36.700000,8.710520,0.547357,0.939008,0.032617,-0.156321,0.129400,0.812827,0.001000
36.800000,8.712467,0.549974,0.923376,-0.049897,-0.168037,0.127867,0.882985,0.001000
36.900000,8.709424,0.546019,0.906572,-0.023853,-0.172045,0.130117,0.872962,0.001000
37.000000,8.707938,0.544154,0.889367,0.023244,-0.177658,0.131158,0.832872,0.001000
37.100000,8.709418,0.545946,0.871602,-0.026504,-0.191352,0.130036,0.872962,0.001000
37.200000,8.707693,0.543934,0.852467,-0.028604,-0.199583,0.131187,0.882985,0.001000
37.300000,8.705789,0.541799,0.832508,0.020368,-0.205830,0.132435,0.842895,0.001000
37.400000,8.707175,0.543291,0.811925,-0.018679,-0.221877,0.131413,0.872962,0.001000
37.500000,8.705875,0.541950,0.789738,-0.002949,-0.230529,0.132194,0.862940,0.001000
37.600000,8.705665,0.541743,0.766685,0.017220,-0.241263,0.132241,0.842895,0.001000
37.700000,8.706919,0.542923,0.742558,0.020039,-0.255933,0.131350,0.832872,0.001000
37.800000,8.708413,0.544259,0.716965,0.022310,-0.270711,0.130333,0.822850,0.001000
37.900000,8.710114,0.545702,0.689894,0.014392,-0.285985,0.129217,0.822850,0.001000
38.000000,8.711237,0.546602,0.661295,0.030344,-0.297362,0.128466,0.802805,0.001000
38.100000,8.713659,0.548430,0.631559,0.030881,-0.312746,0.126983,0.792782,0.001000
38.200000,8.716180,0.550214,0.600285,-0.017835,-0.330501,0.125501,0.832872,0.001000
38.300000,8.714692,0.549231,0.567234,0.035329,-0.326703,0.126286,0.792782,0.001000
38.400000,8.717702,0.551080,0.534564,0.076388,-0.339269,0.124624,0.742669,0.001000
38.500000,8.724340,0.554859,0.500637,0.050683,-0.367465,0.121087,0.742669,0.001000
38.600000,8.728830,0.557210,0.463891,0.038444,-0.382613,0.118821,0.742669,0.001000
38.700000,8.732300,0.558864,0.425630,0.012795,-0.392897,0.117158,0.762714,0.001000
38.800000,8.733475,0.559369,0.386340,0.090566,-0.383776,0.116703,0.692556,0.001000
38.900000,8.741928,0.562620,0.347962,0.058806,-0.415543,0.112721,0.692556,0.001000
39.000000,8.747496,0.564510,0.306408,0.064433,-0.426107,0.110279,0.672511,0.001000
39.100000,8.753679,0.566322,0.263797,0.047074,-0.440182,0.107639,0.672511,0.001000
39.200000,8.758249,0.567449,0.219779,0.020624,-0.444634,0.105873,0.692556,0.001000
39.300000,8.760271,0.567853,0.175316,0.051193,-0.428899,0.105351,0.672511,0.001000
39.400000,8.765329,0.568638,0.132426,0.018384,-0.439223,0.103432,0.692556,0.001000
39.500000,8.767156,0.568841,0.088503,0.012252,-0.424468,0.103054,0.712602,0.001000
39.600000,8.768379,0.568923,0.046057,0.022743,-0.406235,0.102923,0.722624,0.001000
39.700000,8.770652,0.568982,0.005433,0.054232,-0.395629,0.102329,0.702579,0.001000
39.800000,8.776074,0.568904,-0.034130,0.022504,-0.414334,0.100425,0.712602,0.001000
39.900000,8.778321,0.568780,-0.075563,-0.090750,-0.410583,0.099957,0.842895,0.001000
40.000000,8.769289,0.569651,-0.116621,-0.090750,-0.410583,0.099957,0.842895,0.001000
