t,x,y,theta,v,omega,h,gamma1,gamma2
0.000000,0.000000,-0.350000,0.000000,0.000196,-0.118228,0.906213,1.400000,0.300000
0.010000,0.000002,-0.350000,-0.001182,0.006291,2.000000,0.734675,1.400000,0.300000
0.020000,0.000065,-0.349999,0.018818,0.012481,2.000000,0.735000,1.400000,0.300000
0.030000,0.000190,-0.349996,0.038818,0.018646,2.000000,0.737921,1.400000,0.300000
0.040000,0.000376,-0.349987,0.058818,-1.949713,1.999999,0.741499,1.400000,0.300000
0.050000,-0.019075,-0.351327,0.078818,-0.875136,1.756142,0.835548,1.400000,0.300000
0.060000,-0.027792,-0.352093,0.096379,-0.153730,1.533689,0.845505,1.400000,0.300000
0.070000,-0.029321,-0.352253,0.111716,0.063161,1.544565,0.842564,1.400000,0.300000
0.080000,-0.028694,-0.352177,0.127162,0.068362,1.613489,0.837869,1.400000,0.300000
0.090000,-0.028017,-0.352085,0.143297,0.073625,1.666168,0.834217,1.400000,0.300000
0.100000,-0.027289,-0.351974,0.159958,0.078928,1.705800,0.831466,1.400000,0.300000
0.110000,-0.026511,-0.351842,0.177016,0.084254,1.734867,0.829485,1.400000,0.300000
0.120000,-0.025683,-0.351686,0.194365,0.089591,1.755304,0.828157,1.400000,0.300000
0.130000,-0.024806,-0.351505,0.211918,0.094930,1.768643,0.827383,1.400000,0.300000
0.140000,-0.023879,-0.351298,0.229604,0.100261,1.776101,0.827078,1.400000,0.300000
0.150000,-0.022905,-0.351061,0.247365,0.105578,1.778658,0.827170,1.400000,0.300000
0.160000,-0.021884,-0.350793,0.265152,0.110876,1.777111,0.827597,1.400000,0.300000
0.170000,-0.020816,-0.350493,0.282923,0.116150,1.772112,0.828308,1.400000,0.300000
0.180000,-0.019704,-0.350159,0.300644,0.121396,1.764198,0.829255,1.400000,0.300000
0.190000,-0.018548,-0.349789,0.318286,0.126611,1.753817,0.830393,1.400000,0.300000
0.200000,-0.017349,-0.349383,0.335824,0.131793,1.741342,0.831698,1.400000,0.300000
0.210000,-0.016108,-0.348937,0.353238,0.136938,1.727090,0.833144,1.400000,0.300000
0.220000,-0.014828,-0.348453,0.370509,0.142044,1.711328,0.834709,1.400000,0.300000
0.230000,-0.013508,-0.347927,0.387622,0.147110,1.694282,0.836372,1.400000,0.300000
0.240000,-0.012151,-0.347359,0.404565,0.152135,1.676147,0.838115,1.400000,0.300000
0.250000,-0.010757,-0.346749,0.421326,0.157116,1.657091,0.839923,1.400000,0.300000
0.260000,-0.009329,-0.346094,0.437897,0.162052,1.637259,0.841778,1.400000,0.300000
0.270000,-0.007867,-0.345395,0.454270,0.166943,1.616774,0.843665,1.400000,0.300000
0.280000,-0.006373,-0.344651,0.470437,0.171787,1.595747,0.845584,1.400000,0.300000
0.290000,-0.004848,-0.343860,0.486395,0.176584,1.574271,0.847525,1.400000,0.300000
0.300000,-0.003294,-0.343022,0.502138,0.181333,1.552430,0.849481,1.400000,0.300000
0.310000,-0.001711,-0.342137,0.517662,0.186033,1.530297,0.851445,1.400000,0.300000
0.320000,-0.000101,-0.341204,0.532965,0.190684,1.507935,0.853412,1.400000,0.300000
0.330000,0.001534,-0.340223,0.548044,0.195285,1.485401,0.855363,1.400000,0.300000
0.340000,0.003193,-0.339193,0.562898,0.199836,1.462744,0.857296,1.400000,0.300000
0.350000,0.004875,-0.338114,0.577526,0.204338,1.440009,0.859215,1.400000,0.300000
0.360000,0.006579,-0.336987,0.591926,0.208789,1.417234,0.861121,1.400000,0.300000
0.370000,0.008303,-0.335809,0.606098,0.213189,1.394454,0.863010,1.400000,0.300000
0.380000,0.010047,-0.334583,0.620043,0.217539,1.371698,0.864879,1.400000,0.300000
0.390000,0.011809,-0.333307,0.633760,0.221838,1.348994,0.866710,1.400000,0.300000
0.400000,0.013587,-0.331981,0.647250,0.226086,1.326366,0.868519,1.400000,0.300000
0.410000,0.015382,-0.330606,0.660513,0.230284,1.303836,0.870303,1.400000,0.300000
0.420000,0.017191,-0.329181,0.673552,0.234432,1.281423,0.872051,1.400000,0.300000
0.430000,0.019014,-0.327707,0.686366,0.238529,1.259142,0.873764,1.400000,0.300000
0.440000,0.020849,-0.326184,0.698957,0.242576,1.237010,0.875441,1.400000,0.300000
0.450000,0.022697,-0.324612,0.711327,0.246573,1.215040,0.877079,1.400000,0.300000
0.460000,0.024555,-0.322991,0.723478,0.250520,1.193242,0.878687,1.400000,0.300000
0.470000,0.026422,-0.321321,0.735410,0.254418,1.171628,0.880266,1.400000,0.300000
0.480000,0.028299,-0.319603,0.747127,0.258266,1.150207,0.881809,1.400000,0.300000
0.490000,0.030184,-0.317837,0.758629,0.262066,1.128986,0.883303,1.400000,0.300000
0.500000,0.032075,-0.316024,0.769918,0.265817,1.107973,0.884749,1.400000,0.300000
0.510000,0.033974,-0.314163,0.780998,0.269520,1.087173,0.886164,1.400000,0.300000
0.520000,0.035877,-0.312255,0.791870,0.273175,1.066593,0.887547,1.400000,0.300000
0.530000,0.037786,-0.310301,0.802536,0.276782,1.046237,0.888900,1.400000,0.300000
0.540000,0.039699,-0.308300,0.812998,0.280343,1.026108,0.890201,1.400000,0.300000
0.550000,0.041615,-0.306254,0.823259,0.283856,1.006211,0.891451,1.400000,0.300000
0.560000,0.043535,-0.304163,0.833321,0.287323,0.986548,0.892668,1.400000,0.300000
0.570000,0.045456,-0.302027,0.843187,0.290745,0.967121,0.893854,1.400000,0.300000
0.580000,0.047379,-0.299846,0.852858,0.294121,0.947932,0.895007,1.400000,0.300000
0.590000,0.049304,-0.297622,0.862337,0.297451,0.928983,0.896105,1.400000,0.300000
0.600000,0.051228,-0.295354,0.871627,0.300737,0.910275,0.897161,1.400000,0.300000
0.610000,0.053153,-0.293044,0.880730,0.303979,0.891808,0.898181,1.400000,0.300000
0.620000,0.055078,-0.290691,0.889648,0.307178,0.873584,0.899172,1.400000,0.300000
0.630000,0.057002,-0.288296,0.898384,0.310333,0.855602,0.900112,1.400000,0.300000
0.640000,0.058924,-0.285860,0.906940,0.313445,0.837863,0.901016,1.400000,0.300000
0.650000,0.060845,-0.283383,0.915319,0.316515,0.820365,0.901883,1.400000,0.300000
0.660000,0.062764,-0.280866,0.923522,0.319542,0.803109,0.902712,1.400000,0.300000
0.670000,0.064681,-0.278309,0.931553,0.322529,0.786094,0.903493,1.400000,0.300000
0.680000,0.066595,-0.275713,0.939414,0.325474,0.769319,0.904236,1.400000,0.300000
0.690000,0.068506,-0.273079,0.947107,0.328379,0.752783,0.904953,1.400000,0.300000
0.700000,0.070414,-0.270406,0.954635,0.331244,0.736485,0.905639,1.400000,0.300000
0.710000,0.072318,-0.267696,0.962000,0.334069,0.720424,0.906258,1.400000,0.300000
0.720000,0.074219,-0.264948,0.969204,0.336854,0.704598,0.906846,1.400000,0.300000
0.730000,0.076115,-0.262164,0.976250,0.339602,0.689006,0.907409,1.400000,0.300000
0.740000,0.078008,-0.259345,0.983140,0.342310,0.673646,0.907939,1.400000,0.300000
0.750000,0.079896,-0.256489,0.989877,0.344981,0.658517,0.908418,1.400000,0.300000
0.760000,0.081780,-0.253599,0.996462,0.347615,0.643616,0.908857,1.400000,0.300000
0.770000,0.083659,-0.250675,1.002898,0.350211,0.628943,0.909272,1.400000,0.300000
0.780000,0.085533,-0.247716,1.009188,0.352771,0.614494,0.909636,1.400000,0.300000
0.790000,0.087403,-0.244725,1.015333,0.355295,0.600269,0.909969,1.400000,0.300000
0.800000,0.089267,-0.241700,1.021335,0.357782,0.586264,0.910280,1.400000,0.300000
0.810000,0.091127,-0.238644,1.027198,0.360235,0.572479,0.910542,1.400000,0.300000
0.820000,0.092981,-0.235555,1.032923,0.362653,0.558911,0.910754,1.400000,0.300000
0.830000,0.094830,-0.232436,1.038512,0.365036,0.545557,0.910946,1.400000,0.300000
0.840000,0.096674,-0.229285,1.043967,0.367385,0.532416,0.911109,1.400000,0.300000
0.850000,0.098513,-0.226105,1.049291,0.369701,0.519485,0.911221,1.400000,0.300000
0.860000,0.100346,-0.222895,1.054486,0.371983,0.506763,0.911310,1.400000,0.300000
0.870000,0.102175,-0.219655,1.059554,0.374232,0.494246,0.911362,1.400000,0.300000
0.880000,0.103998,-0.216387,1.064496,0.376448,0.481933,0.911359,1.400000,0.300000
0.890000,0.105815,-0.213090,1.069316,0.378633,0.469822,0.911337,1.400000,0.300000
0.900000,0.107628,-0.209766,1.074014,0.380786,0.457909,0.911294,1.400000,0.300000
0.910000,0.109435,-0.206414,1.078593,0.382907,0.446194,0.911194,1.400000,0.300000
0.920000,0.111237,-0.203035,1.083055,0.384997,0.434673,0.911065,1.400000,0.300000
0.930000,0.113033,-0.199630,1.087402,0.387056,0.423344,0.910910,1.400000,0.300000
0.940000,0.114825,-0.196200,1.091635,0.389085,0.412204,0.910700,1.400000,0.300000
0.950000,0.116612,-0.192743,1.095757,0.391084,0.401252,0.910473,1.400000,0.300000
0.960000,0.118394,-0.189262,1.099770,0.393053,0.390485,0.910220,1.400000,0.300000
0.970000,0.120170,-0.185756,1.103675,0.394993,0.379901,0.909916,1.400000,0.300000
0.980000,0.121942,-0.182226,1.107474,0.396903,0.369498,0.909581,1.400000,0.300000
0.990000,0.123710,-0.178672,1.111169,0.398785,0.359273,0.909214,1.400000,0.300000
1.000000,0.125472,-0.175095,1.114761,0.400639,0.349223,0.908804,1.400000,0.300000
1.010000,0.127231,-0.171495,1.118254,0.402464,0.339347,0.908380,1.400000,0.300000
1.020000,0.128984,-0.167872,1.121647,0.404261,0.329642,0.907914,1.400000,0.300000
1.030000,0.130733,-0.164228,1.124943,0.406031,0.320106,0.907409,1.400000,0.300000
1.040000,0.132479,-0.160561,1.128145,0.407773,0.310737,0.906881,1.400000,0.300000
1.050000,0.134219,-0.156874,1.131252,0.409488,0.301532,0.906299,1.400000,0.300000
1.060000,0.135956,-0.153166,1.134267,0.411177,0.292489,0.905697,1.400000,0.300000
1.070000,0.137689,-0.149437,1.137192,0.412839,0.283606,0.905075,1.400000,0.300000
1.080000,0.139419,-0.145688,1.140028,0.414475,0.274880,0.904400,1.400000,0.300000
1.090000,0.141144,-0.141920,1.142777,0.416085,0.266310,0.903702,1.400000,0.300000
1.100000,0.142866,-0.138132,1.145440,0.417669,0.257893,0.902962,1.400000,0.300000
1.110000,0.144585,-0.134325,1.148019,0.419228,0.249626,0.902186,1.400000,0.300000
1.120000,0.146300,-0.130500,1.150515,0.420762,0.241509,0.901398,1.400000,0.300000
1.130000,0.148012,-0.126656,1.152930,0.422270,0.233537,0.900557,1.400000,0.300000
1.140000,0.149721,-0.122795,1.155266,0.423754,0.225711,0.899697,1.400000,0.300000
1.150000,0.151427,-0.118916,1.157523,0.425214,0.218026,0.898799,1.400000,0.300000
1.160000,0.153131,-0.115020,1.159703,0.426649,0.210482,0.897852,1.400000,0.300000
1.170000,0.154832,-0.111107,1.161808,0.428060,0.203075,0.896895,1.400000,0.300000
1.180000,0.156530,-0.107178,1.163839,0.429447,0.195805,0.895890,1.400000,0.300000
1.190000,0.158226,-0.103233,1.165797,0.430810,0.188668,0.894862,1.400000,0.300000
1.200000,0.159920,-0.099271,1.167683,0.432150,0.181663,0.893813,1.400000,0.300000
1.210000,0.161611,-0.095295,1.169500,0.433467,0.174787,0.892698,1.400000,0.300000
1.220000,0.163301,-0.091303,1.171248,0.434761,0.168039,0.891573,1.400000,0.300000
1.230000,0.164989,-0.087296,1.172928,0.436031,0.161417,0.890404,1.400000,0.300000
1.240000,0.166675,-0.083275,1.174542,0.437279,0.154919,0.889208,1.400000,0.300000
1.250000,0.168360,-0.079240,1.176092,0.438505,0.148542,0.887993,1.400000,0.300000
1.260000,0.170043,-0.075191,1.177577,0.439708,0.142285,0.886726,1.400000,0.300000
1.270000,0.171725,-0.071128,1.179000,0.440890,0.136146,0.885436,1.400000,0.300000
1.280000,0.173406,-0.067052,1.180361,0.442049,0.130123,0.884098,1.400000,0.300000
1.290000,0.175085,-0.062963,1.181663,0.443186,0.124213,0.882738,1.400000,0.300000
1.300000,0.176764,-0.058862,1.182905,0.444302,0.118416,0.881354,1.400000,0.300000
1.310000,0.178442,-0.054748,1.184089,0.445396,0.112729,0.879924,1.400000,0.300000
1.320000,0.180120,-0.050622,1.185216,0.446469,0.107150,0.878485,1.400000,0.300000
1.330000,0.181797,-0.046484,1.186288,0.447521,0.101677,0.876977,1.400000,0.300000
1.340000,0.183473,-0.042335,1.187304,0.448552,0.096310,0.875454,1.400000,0.300000
1.350000,0.185149,-0.038174,1.188268,0.449562,0.091045,0.873899,1.400000,0.300000
1.360000,0.186826,-0.034003,1.189178,0.450551,0.085882,0.872306,1.400000,0.300000
1.370000,0.188502,-0.029821,1.190037,0.451520,0.080818,0.870703,1.400000,0.300000
1.380000,0.190178,-0.025628,1.190845,0.452468,0.075852,0.869039,1.400000,0.300000
1.390000,0.191855,-0.021426,1.191603,0.453396,0.070981,0.867355,1.400000,0.300000
1.400000,0.193531,-0.017213,1.192313,0.454303,0.066205,0.865627,1.400000,0.300000
1.410000,0.195209,-0.012991,1.192975,0.455191,0.061522,0.863873,1.400000,0.300000
1.420000,0.196887,-0.008760,1.193591,0.456059,0.056929,0.862097,1.400000,0.300000
1.430000,0.198565,-0.004519,1.194160,0.456906,0.052426,0.860274,1.400000,0.300000
1.440000,0.200245,-0.000270,1.194684,0.457734,0.048010,0.858443,1.400000,0.300000
1.450000,0.201925,0.003988,1.195164,0.458543,0.043680,0.856540,1.400000,0.300000
1.460000,0.203606,0.008254,1.195601,0.459332,0.039435,0.854628,1.400000,0.300000
1.470000,0.205288,0.012528,1.195995,0.460102,0.035273,0.852676,1.400000,0.300000
1.480000,0.206972,0.016810,1.196348,0.460853,0.031192,0.850695,1.400000,0.300000
1.490000,0.208657,0.021099,1.196660,0.461584,0.027191,0.848693,1.400000,0.300000
1.500000,0.210343,0.025396,1.196932,0.462296,0.023268,0.846640,1.400000,0.300000
1.510000,0.212031,0.029700,1.197165,0.462989,0.019422,0.844571,1.400000,0.300000
1.520000,0.213721,0.034011,1.197359,0.463664,0.015650,0.842442,1.400000,0.300000
1.530000,0.215412,0.038328,1.197515,0.464319,0.011953,0.840305,1.400000,0.300000
1.540000,0.217105,0.042651,1.197635,0.464956,0.008327,0.838126,1.400000,0.300000
1.550000,0.218800,0.046981,1.197718,0.465574,0.004773,0.835919,1.400000,0.300000
1.560000,0.220497,0.051317,1.197766,0.466174,0.001287,0.833686,1.400000,0.300000
1.570000,0.222196,0.055658,1.197779,0.466756,-0.002130,0.831397,1.400000,0.300000
1.580000,0.223897,0.060004,1.197757,0.467319,-0.005480,0.829105,1.400000,0.300000
1.590000,0.225600,0.064356,1.197703,0.467863,-0.008765,0.826748,1.400000,0.300000
1.600000,0.227305,0.068713,1.197615,0.468390,-0.011986,0.824386,1.400000,0.300000
1.610000,0.229013,0.073074,1.197495,0.468898,-0.015145,0.821979,1.400000,0.300000
1.620000,0.230724,0.077440,1.197344,0.469389,-0.018242,0.819544,1.400000,0.300000
1.630000,0.232437,0.081810,1.197161,0.469861,-0.021280,0.817073,1.400000,0.300000
1.640000,0.234152,0.086185,1.196948,0.470316,-0.024260,0.814563,1.400000,0.300000
1.650000,0.235870,0.090563,1.196706,0.470753,-0.027182,0.812042,1.400000,0.300000
1.660000,0.237591,0.094944,1.196434,0.471171,-0.030048,0.809464,1.400000,0.300000
1.670000,0.239315,0.099329,1.196134,0.471572,-0.032860,0.806883,1.400000,0.300000
1.680000,0.241041,0.103718,1.195805,0.471955,-0.035619,0.804238,1.400000,0.300000
1.690000,0.242770,0.108109,1.195449,0.472321,-0.038326,0.801577,1.400000,0.300000
1.700000,0.244503,0.112503,1.195066,0.472669,-0.040981,0.798877,1.400000,0.300000
1.710000,0.246238,0.116900,1.194656,0.473000,-0.043587,0.796149,1.400000,0.300000
1.720000,0.247977,0.121299,1.194220,0.473313,-0.046144,0.793399,1.400000,0.300000
1.730000,0.249718,0.125700,1.193758,0.473608,-0.048654,0.790604,1.400000,0.300000
1.740000,0.251463,0.130103,1.193272,0.473887,-0.051117,0.787794,1.400000,0.300000
1.750000,0.253211,0.134507,1.192761,0.474147,-0.053538,0.784919,1.400000,0.300000
1.760000,0.254962,0.138914,1.192225,0.474390,-0.055913,0.782042,1.400000,0.300000
1.770000,0.256717,0.143321,1.191666,0.474616,-0.058247,0.779116,1.400000,0.300000
1.780000,0.258475,0.147730,1.191084,0.474824,-0.060539,0.776173,1.400000,0.300000
1.790000,0.260236,0.152139,1.190478,0.475016,-0.062791,0.773196,1.400000,0.300000
1.800000,0.262001,0.156549,1.189850,0.475190,-0.065003,0.770174,1.400000,0.300000
1.810000,0.263769,0.160960,1.189200,0.475347,-0.067177,0.767138,1.400000,0.300000
1.820000,0.265540,0.165371,1.188529,0.475486,-0.069315,0.764051,1.400000,0.300000
1.830000,0.267316,0.169782,1.187835,0.475609,-0.071416,0.760963,1.400000,0.300000
1.840000,0.269094,0.174193,1.187121,0.475713,-0.073485,0.757814,1.400000,0.300000
1.850000,0.270877,0.178604,1.186386,0.475801,-0.075519,0.754655,1.400000,0.300000
1.860000,0.272663,0.183014,1.185631,0.475871,-0.077520,0.751445,1.400000,0.300000
1.870000,0.274452,0.187423,1.184856,0.475925,-0.079491,0.748215,1.400000,0.300000
1.880000,0.276246,0.191832,1.184061,0.475961,-0.081430,0.744959,1.400000,0.300000
1.890000,0.278043,0.196239,1.183247,0.475980,-0.083340,0.741665,1.400000,0.300000
1.900000,0.279843,0.200645,1.182413,0.475982,-0.085222,0.738362,1.400000,0.300000
1.910000,0.281648,0.205050,1.181561,0.475967,-0.087078,0.734993,1.400000,0.300000
1.920000,0.283456,0.209452,1.180690,0.475934,-0.088906,0.731624,1.400000,0.300000
1.930000,0.285268,0.213853,1.179801,0.475883,-0.090713,0.728198,1.400000,0.300000
1.940000,0.287083,0.218252,1.178894,0.475815,-0.092495,0.724766,1.400000,0.300000
1.950000,0.288903,0.222649,1.177969,0.475731,-0.094254,0.721295,1.400000,0.300000
1.960000,0.290726,0.227043,1.177027,0.475629,-0.095991,0.717796,1.400000,0.300000
1.970000,0.292553,0.231434,1.176067,0.475509,-0.097707,0.714270,1.400000,0.300000
1.980000,0.294384,0.235823,1.175090,0.475372,-0.099404,0.710701,1.400000,0.300000
1.990000,0.296218,0.240208,1.174096,0.475217,-0.101081,0.707131,1.400000,0.300000
2.000000,0.298057,0.244591,1.173085,0.475044,-0.102744,0.703501,1.400000,0.300000
2.010000,0.299899,0.248969,1.172057,0.474854,-0.104388,0.699874,1.400000,0.300000
2.020000,0.301745,0.253344,1.171014,0.474646,-0.106019,0.696187,1.400000,0.300000
2.030000,0.303594,0.257716,1.169953,0.474421,-0.107634,0.692488,1.400000,0.300000
2.040000,0.305448,0.262083,1.168877,0.474177,-0.109237,0.688760,1.400000,0.300000
2.050000,0.307305,0.266446,1.167785,0.473916,-0.110829,0.685000,1.400000,0.300000
2.060000,0.309166,0.270804,1.166676,0.473636,-0.112409,0.681232,1.400000,0.300000
2.070000,0.311031,0.275158,1.165552,0.473338,-0.113980,0.677407,1.400000,0.300000
2.080000,0.312900,0.279507,1.164413,0.473024,-0.115540,0.673581,1.400000,0.300000
2.090000,0.314772,0.283851,1.163257,0.472689,-0.117097,0.669700,1.400000,0.300000
2.100000,0.316648,0.288189,1.162086,0.472336,-0.118646,0.665816,1.400000,0.300000
2.110000,0.318528,0.292522,1.160900,0.471965,-0.120190,0.661898,1.400000,0.300000
2.120000,0.320411,0.296850,1.159698,0.471576,-0.121729,0.657954,1.400000,0.300000
2.130000,0.322298,0.301172,1.158481,0.471168,-0.123263,0.653989,1.400000,0.300000
2.140000,0.324189,0.305487,1.157248,0.470740,-0.124800,0.649980,1.400000,0.300000
2.150000,0.326084,0.309797,1.156000,0.470294,-0.126333,0.645978,1.400000,0.300000
2.160000,0.327982,0.314100,1.154737,0.469827,-0.127874,0.641916,1.400000,0.300000
2.170000,0.329883,0.318396,1.153458,0.469342,-0.129413,0.637858,1.400000,0.300000
2.180000,0.331788,0.322685,1.152164,0.468837,-0.130956,0.633754,1.400000,0.300000
2.190000,0.333697,0.326968,1.150854,0.468313,-0.132503,0.629631,1.400000,0.300000
2.200000,0.335609,0.331243,1.149529,0.467769,-0.134056,0.625496,1.400000,0.300000
2.210000,0.337525,0.335510,1.148189,0.467204,-0.135621,0.621320,1.400000,0.300000
2.220000,0.339444,0.339770,1.146832,0.466620,-0.137191,0.617152,1.400000,0.300000
2.230000,0.341366,0.344021,1.145460,0.466013,-0.138774,0.612919,1.400000,0.300000
2.240000,0.343292,0.348265,1.144073,0.465388,-0.140366,0.608688,1.400000,0.300000
2.250000,0.345221,0.352500,1.142669,0.464741,-0.141974,0.604426,1.400000,0.300000
2.260000,0.347154,0.356727,1.141249,0.463023,-0.143618,0.600145,1.400000,0.300000
2.270000,0.349085,0.360935,1.139813,0.436135,-0.145741,0.595868,1.400000,0.300000
2.280000,0.350910,0.364896,1.138356,0.411079,-0.147695,0.591788,1.400000,0.300000
2.290000,0.352636,0.368627,1.136879,0.387856,-0.149475,0.587941,1.400000,0.300000
2.300000,0.354269,0.372145,1.135384,0.366155,-0.151100,0.584279,1.400000,0.300000
2.310000,0.355816,0.375464,1.133873,0.345914,-0.152572,0.580805,1.400000,0.300000
2.320000,0.357282,0.378597,1.132347,0.327096,-0.153893,0.577526,1.400000,0.300000
2.330000,0.358673,0.381558,1.130808,0.309433,-0.155082,0.574403,1.400000,0.300000
2.340000,0.359993,0.384356,1.129258,0.292848,-0.156144,0.571429,1.400000,0.300000
2.350000,0.361246,0.387003,1.127696,0.277378,-0.157075,0.568612,1.400000,0.300000
2.360000,0.362438,0.389508,1.126125,0.262934,-0.157885,0.565946,1.400000,0.300000
2.370000,0.363571,0.391880,1.124546,0.249333,-0.158590,0.563390,1.400000,0.300000
2.380000,0.364648,0.394129,1.122961,0.236590,-0.159190,0.560961,1.400000,0.300000
2.390000,0.365675,0.396261,1.121369,0.224664,-0.159688,0.558659,1.400000,0.300000
2.400000,0.366652,0.398283,1.119772,0.213493,-0.160091,0.556475,1.400000,0.300000
2.410000,0.367584,0.400204,1.118171,0.203006,-0.160407,0.554399,1.400000,0.300000
2.420000,0.368474,0.402029,1.116567,0.193040,-0.160652,0.552399,1.400000,0.300000
2.430000,0.369322,0.403763,1.114960,0.183691,-0.160820,0.550500,1.400000,0.300000
2.440000,0.370132,0.405412,1.113352,0.174917,-0.160915,0.548694,1.400000,0.300000
2.450000,0.370906,0.406980,1.111743,0.166674,-0.160943,0.546974,1.400000,0.300000
2.460000,0.371646,0.408474,1.110134,0.158936,-0.160910,0.545336,1.400000,0.300000
2.470000,0.372353,0.409897,1.108524,0.151660,-0.160821,0.543775,1.400000,0.300000
2.480000,0.373031,0.411254,1.106916,0.144739,-0.160689,0.542267,1.400000,0.300000
2.490000,0.373679,0.412548,1.105309,0.138221,-0.160510,0.540828,1.400000,0.300000
2.500000,0.374301,0.413782,1.103704,0.132086,-0.160287,0.539454,1.400000,0.300000
2.510000,0.374896,0.414961,1.102101,0.126308,-0.160025,0.538144,1.400000,0.300000
2.520000,0.375468,0.416088,1.100501,0.120865,-0.159728,0.536892,1.400000,0.300000
2.530000,0.376016,0.417165,1.098904,0.115734,-0.159399,0.535695,1.400000,0.300000
2.540000,0.376543,0.418195,1.097310,0.110895,-0.159041,0.534550,1.400000,0.300000
2.550000,0.377050,0.419182,1.095719,0.106331,-0.158657,0.533454,1.400000,0.300000
2.560000,0.377537,0.420127,1.094133,0.102015,-0.158252,0.532403,1.400000,0.300000
2.570000,0.378006,0.421033,1.092550,0.097885,-0.157833,0.531382,1.400000,0.300000
2.580000,0.378457,0.421902,1.090972,0.093988,-0.157396,0.530403,1.400000,0.300000
2.590000,0.378891,0.422735,1.089398,0.090309,-0.156943,0.529464,1.400000,0.300000
2.600000,0.379310,0.423535,1.087829,0.086836,-0.156478,0.528563,1.400000,0.300000
2.610000,0.379714,0.424304,1.086264,0.083556,-0.156002,0.527698,1.400000,0.300000
2.620000,0.380104,0.425043,1.084704,0.080456,-0.155517,0.526865,1.400000,0.300000
2.630000,0.380480,0.425754,1.083149,0.077526,-0.155025,0.526063,1.400000,0.300000
2.640000,0.380844,0.426439,1.081598,0.074756,-0.154528,0.525291,1.400000,0.300000
2.650000,0.381196,0.427098,1.080053,0.072137,-0.154028,0.524547,1.400000,0.300000
2.660000,0.381536,0.427734,1.078513,0.069660,-0.153526,0.523830,1.400000,0.300000
2.670000,0.381866,0.428348,1.076978,0.067317,-0.153024,0.523138,1.400000,0.300000
2.680000,0.382186,0.428940,1.075447,0.065100,-0.152523,0.522470,1.400000,0.300000
2.690000,0.382495,0.429513,1.073922,0.063001,-0.152024,0.521825,1.400000,0.300000
2.700000,0.382796,0.430066,1.072402,0.061011,-0.151529,0.521200,1.400000,0.300000
2.710000,0.383088,0.430602,1.070887,0.059094,-0.151042,0.520587,1.400000,0.300000
2.720000,0.383372,0.431121,1.069376,0.057281,-0.150561,0.519994,1.400000,0.300000
2.730000,0.383648,0.431623,1.067871,0.055566,-0.150085,0.519420,1.400000,0.300000
2.740000,0.383916,0.432109,1.066370,0.053942,-0.149615,0.518863,1.400000,0.300000
2.750000,0.384177,0.432581,1.064874,0.052406,-0.149154,0.518323,1.400000,0.300000
2.760000,0.384431,0.433040,1.063382,0.050951,-0.148700,0.517799,1.400000,0.300000
2.770000,0.384679,0.433485,1.061895,0.049573,-0.148255,0.517290,1.400000,0.300000
2.780000,0.384921,0.433917,1.060412,0.048269,-0.147820,0.516795,1.400000,0.300000
2.790000,0.385157,0.434338,1.058934,0.047034,-0.147395,0.516314,1.400000,0.300000
2.800000,0.385388,0.434748,1.057460,0.045865,-0.146980,0.515845,1.400000,0.300000
2.810000,0.385613,0.435148,1.055991,0.044757,-0.146576,0.515388,1.400000,0.300000
2.820000,0.385834,0.435537,1.054525,0.043708,-0.146184,0.514943,1.400000,0.300000
2.830000,0.386050,0.435917,1.053063,0.042714,-0.145803,0.514508,1.400000,0.300000
2.840000,0.386262,0.436288,1.051605,0.041773,-0.145434,0.514083,1.400000,0.300000
2.850000,0.386469,0.436651,1.050151,0.040881,-0.145078,0.513669,1.400000,0.300000
2.860000,0.386673,0.437005,1.048700,0.040037,-0.144734,0.513263,1.400000,0.300000
2.870000,0.386873,0.437352,1.047252,0.039237,-0.144403,0.512866,1.400000,0.300000
2.880000,0.387069,0.437692,1.045808,0.038480,-0.144085,0.512477,1.400000,0.300000
2.890000,0.387262,0.438024,1.044368,0.037762,-0.143780,0.512096,1.400000,0.300000
2.900000,0.387452,0.438351,1.042930,0.037083,-0.143489,0.511722,1.400000,0.300000
2.910000,0.387639,0.438671,1.041495,0.036441,-0.143211,0.511355,1.400000,0.300000
2.920000,0.387823,0.438985,1.040063,0.035832,-0.142946,0.510995,1.400000,0.300000
2.930000,0.388005,0.439294,1.038633,0.035256,-0.142695,0.510641,1.400000,0.300000
2.940000,0.388184,0.439598,1.037206,0.034712,-0.142458,0.510293,1.400000,0.300000
2.950000,0.388361,0.439897,1.035782,0.034197,-0.142234,0.509951,1.400000,0.300000
2.960000,0.388535,0.440191,1.034359,0.033696,-0.142026,0.509610,1.400000,0.300000
2.970000,0.388708,0.440480,1.032939,0.033217,-0.141832,0.509273,1.400000,0.300000
2.980000,0.388878,0.440765,1.031521,0.032764,-0.141652,0.508941,1.400000,0.300000
2.990000,0.389047,0.441047,1.030104,0.032336,-0.141485,0.508614,1.400000,0.300000
3.000000,0.389213,0.441324,1.028690,0.031933,-0.141331,0.508291,1.400000,0.300000
3.010000,0.389378,0.441597,1.027276,0.031552,-0.141191,0.507973,1.400000,0.300000
3.020000,0.389542,0.441867,1.025864,0.031194,-0.141065,0.507658,1.400000,0.300000
